customer_id,total_spend,spend_tier,average_customer_spend
4798.0,13532.78,High,10975.37
470.0,13532.28,High,10975.37
2613.0,13528.18,High,10975.37
808.0,13525.82,High,10975.37
4735.0,13517.97,High,10975.37
3381.0,13517.44,High,10975.37
4847.0,13517.4,High,10975.37
4136.0,13515.49,High,10975.37
4361.0,13514.2,High,10975.37
3956.0,13500.92,High,10975.37
768.0,13500.72,High,10975.37
3790.0,13497.73,High,10975.37
4586.0,13497.38,High,10975.37
4467.0,13494.4,High,10975.37
4952.0,13491.15,High,10975.37
1941.0,13488.01,High,10975.37
4685.0,13483.81,High,10975.37
340.0,13480.61,High,10975.37
3594.0,13478.35,High,10975.37
3817.0,13476.22,High,10975.37
550.0,13475.32,High,10975.37
784.0,13474.75,High,10975.37
3566.0,13473.74,High,10975.37
1964.0,13473.01,High,10975.37
2951.0,13470.83,High,10975.37
1349.0,13464.64,High,10975.37
3825.0,13463.2,High,10975.37
1775.0,13459.82,High,10975.37
4082.0,13458.19,High,10975.37
1457.0,13457.26,High,10975.37
2174.0,13456.03,High,10975.37
3364.0,13450.94,High,10975.37
2190.0,13450.0,High,10975.37
552.0,13445.85,High,10975.37
1682.0,13443.78,High,10975.37
781.0,13442.81,High,10975.37
2796.0,13442.25,High,10975.37
4380.0,13429.94,High,10975.37
1071.0,13428.78,High,10975.37
4864.0,13426.09,High,10975.37
3489.0,13417.49,High,10975.37
3439.0,13417.36,High,10975.37
4850.0,13415.71,High,10975.37
764.0,13414.55,High,10975.37
4824.0,13414.43,High,10975.37
2809.0,13406.66,High,10975.37
2730.0,13405.57,High,10975.37
4669.0,13403.18,High,10975.37
3830.0,13401.54,High,10975.37
4893.0,13387.92,High,10975.37
437.0,13386.59,High,10975.37
3310.0,13384.8,High,10975.37
2137.0,13380.25,High,10975.37
4577.0,13378.01,High,10975.37
1195.0,13376.29,High,10975.37
660.0,13372.22,High,10975.37
2869.0,13371.74,High,10975.37
3799.0,13369.83,High,10975.37
3426.0,13363.22,High,10975.37
3253.0,13362.51,High,10975.37
2986.0,13358.57,High,10975.37
1548.0,13358.47,High,10975.37
1049.0,13358.05,High,10975.37
3513.0,13357.32,High,10975.37
4796.0,13352.1,High,10975.37
2939.0,13351.04,High,10975.37
1815.0,13350.76,High,10975.37
2129.0,13349.55,High,10975.37
2965.0,13349.18,High,10975.37
1699.0,13348.69,High,10975.37
1840.0,13347.27,High,10975.37
766.0,13347.05,High,10975.37
1273.0,13343.88,High,10975.37
3083.0,13342.06,High,10975.37
1130.0,13339.8,High,10975.37
3263.0,13337.43,High,10975.37
2849.0,13336.65,High,10975.37
2445.0,13334.43,High,10975.37
632.0,13334.38,High,10975.37
3458.0,13334.0,High,10975.37
3473.0,13330.32,High,10975.37
1633.0,13324.08,High,10975.37
4530.0,13324.0,High,10975.37
1026.0,13323.67,High,10975.37
4813.0,13322.1,High,10975.37
978.0,13321.15,High,10975.37
4624.0,13317.05,High,10975.37
942.0,13317.0,High,10975.37
927.0,13314.36,High,10975.37
1503.0,13310.66,High,10975.37
4181.0,13309.98,High,10975.37
3293.0,13308.25,High,10975.37
1248.0,13307.36,High,10975.37
4668.0,13303.29,High,10975.37
464.0,13301.78,High,10975.37
4839.0,13291.42,High,10975.37
3820.0,13289.02,High,10975.37
20.0,13282.6,High,10975.37
2727.0,13280.75,High,10975.37
2934.0,13278.35,High,10975.37
124.0,13278.14,High,10975.37
3156.0,13271.69,High,10975.37
974.0,13271.04,High,10975.37
410.0,13266.51,High,10975.37
2036.0,13266.03,High,10975.37
3515.0,13262.31,High,10975.37
4525.0,13261.41,High,10975.37
3467.0,13260.2,High,10975.37
3568.0,13260.03,High,10975.37
3170.0,13259.53,High,10975.37
3585.0,13256.19,High,10975.37
2340.0,13253.68,High,10975.37
2156.0,13251.24,High,10975.37
2272.0,13250.92,High,10975.37
2659.0,13248.9,High,10975.37
2390.0,13247.62,High,10975.37
4867.0,13243.88,High,10975.37
487.0,13241.33,High,10975.37
2226.0,13240.75,High,10975.37
1156.0,13238.23,High,10975.37
1791.0,13237.08,High,10975.37
444.0,13234.7,High,10975.37
58.0,13234.21,High,10975.37
3387.0,13232.57,High,10975.37
1309.0,13232.1,High,10975.37
2346.0,13231.3,High,10975.37
1099.0,13229.33,High,10975.37
4643.0,13228.02,High,10975.37
1276.0,13226.96,High,10975.37
3860.0,13226.35,High,10975.37
2911.0,13224.2,High,10975.37
3071.0,13223.9,High,10975.37
2244.0,13222.46,High,10975.37
2385.0,13219.07,High,10975.37
134.0,13217.93,High,10975.37
1305.0,13216.92,High,10975.37
4211.0,13216.23,High,10975.37
1315.0,13216.09,High,10975.37
4335.0,13215.83,High,10975.37
1589.0,13214.54,High,10975.37
2380.0,13214.18,High,10975.37
970.0,13213.48,High,10975.37
2317.0,13211.87,High,10975.37
3419.0,13208.24,High,10975.37
3706.0,13204.08,High,10975.37
3446.0,13201.74,High,10975.37
2521.0,13199.45,High,10975.37
4871.0,13199.13,High,10975.37
85.0,13197.87,High,10975.37
3189.0,13197.49,High,10975.37
315.0,13194.43,High,10975.37
1940.0,13194.36,High,10975.37
3007.0,13190.4,High,10975.37
3051.0,13189.27,High,10975.37
4175.0,13187.12,High,10975.37
4067.0,13186.87,High,10975.37
4922.0,13185.76,High,10975.37
1389.0,13185.11,High,10975.37
798.0,13180.38,High,10975.37
4152.0,13180.25,High,10975.37
3485.0,13176.21,High,10975.37
665.0,13175.07,High,10975.37
3780.0,13174.39,High,10975.37
1832.0,13173.89,High,10975.37
2982.0,13173.63,High,10975.37
364.0,13171.16,High,10975.37
571.0,13171.13,High,10975.37
1493.0,13169.54,High,10975.37
4762.0,13165.19,High,10975.37
3464.0,13163.32,High,10975.37
733.0,13161.09,High,10975.37
3733.0,13158.48,High,10975.37
3602.0,13156.66,High,10975.37
2292.0,13156.13,High,10975.37
4986.0,13155.95,High,10975.37
4313.0,13154.46,High,10975.37
3073.0,13153.75,High,10975.37
3870.0,13152.54,High,10975.37
4440.0,13152.28,High,10975.37
4860.0,13149.27,High,10975.37
324.0,13144.88,High,10975.37
38.0,13144.13,High,10975.37
4826.0,13141.72,High,10975.37
1893.0,13140.96,High,10975.37
2434.0,13140.62,High,10975.37
4487.0,13132.56,High,10975.37
3656.0,13131.51,High,10975.37
308.0,13124.23,High,10975.37
2069.0,13121.81,High,10975.37
4418.0,13119.97,High,10975.37
3412.0,13119.1,High,10975.37
1485.0,13111.9,High,10975.37
1007.0,13111.8,High,10975.37
3784.0,13108.95,High,10975.37
2152.0,13107.47,High,10975.37
682.0,13104.66,High,10975.37
4488.0,13104.38,High,10975.37
3416.0,13101.84,High,10975.37
502.0,13096.65,High,10975.37
3413.0,13095.05,High,10975.37
727.0,13092.09,High,10975.37
633.0,13087.6,High,10975.37
3037.0,13086.02,High,10975.37
4819.0,13081.35,High,10975.37
3144.0,13080.72,High,10975.37
3791.0,13080.63,High,10975.37
2059.0,13074.87,High,10975.37
67.0,13073.35,High,10975.37
2843.0,13073.28,High,10975.37
545.0,13071.59,High,10975.37
1951.0,13070.42,High,10975.37
2056.0,13069.24,High,10975.37
3228.0,13066.08,High,10975.37
4433.0,13064.74,High,10975.37
1056.0,13064.34,High,10975.37
2987.0,13061.8,High,10975.37
3306.0,13059.77,High,10975.37
4991.0,13052.56,High,10975.37
1564.0,13049.69,High,10975.37
4877.0,13049.04,High,10975.37
3265.0,13048.15,High,10975.37
3978.0,13046.02,High,10975.37
647.0,13041.4,High,10975.37
4114.0,13039.18,High,10975.37
1317.0,13038.5,High,10975.37
2279.0,13036.09,High,10975.37
1576.0,13034.14,High,10975.37
157.0,13031.73,High,10975.37
1641.0,13027.84,High,10975.37
2199.0,13027.45,High,10975.37
899.0,13023.68,High,10975.37
4367.0,13022.73,High,10975.37
1550.0,13021.96,High,10975.37
1496.0,13021.81,High,10975.37
1291.0,13014.1,High,10975.37
2052.0,13013.99,High,10975.37
3015.0,13012.1,High,10975.37
2134.0,13010.77,High,10975.37
242.0,13010.57,High,10975.37
2246.0,13006.46,High,10975.37
4758.0,13005.66,High,10975.37
2225.0,13004.57,High,10975.37
1314.0,13004.37,High,10975.37
4506.0,13001.45,High,10975.37
2014.0,13000.38,High,10975.37
1375.0,13000.18,High,10975.37
1631.0,12998.44,High,10975.37
2844.0,12996.57,High,10975.37
4081.0,12996.54,High,10975.37
672.0,12994.08,High,10975.37
932.0,12993.45,High,10975.37
2949.0,12991.46,High,10975.37
3145.0,12990.52,High,10975.37
2113.0,12988.47,High,10975.37
4350.0,12985.96,High,10975.37
2088.0,12984.16,High,10975.37
2037.0,12983.59,High,10975.37
2228.0,12982.83,High,10975.37
4280.0,12980.61,High,10975.37
475.0,12979.75,High,10975.37
1822.0,12975.64,High,10975.37
4288.0,12974.55,High,10975.37
1845.0,12972.57,High,10975.37
2842.0,12966.9,High,10975.37
604.0,12964.8,High,10975.37
2992.0,12964.06,High,10975.37
3752.0,12959.64,High,10975.37
3520.0,12958.5,High,10975.37
1183.0,12957.71,High,10975.37
1572.0,12957.31,High,10975.37
2792.0,12956.15,High,10975.37
2235.0,12954.79,High,10975.37
2800.0,12954.62,High,10975.37
606.0,12953.31,High,10975.37
2164.0,12948.36,High,10975.37
4956.0,12947.04,High,10975.37
86.0,12946.42,High,10975.37
4774.0,12945.99,High,10975.37
897.0,12945.88,High,10975.37
240.0,12945.6,High,10975.37
667.0,12945.35,High,10975.37
2518.0,12944.93,High,10975.37
2887.0,12944.81,High,10975.37
2065.0,12940.73,High,10975.37
2860.0,12935.61,High,10975.37
4803.0,12935.47,High,10975.37
4667.0,12934.38,High,10975.37
2408.0,12931.0,High,10975.37
2714.0,12928.7,High,10975.37
3053.0,12926.72,High,10975.37
1969.0,12926.67,High,10975.37
4639.0,12923.43,High,10975.37
1261.0,12918.75,High,10975.37
922.0,12918.1,High,10975.37
247.0,12917.57,High,10975.37
1311.0,12914.21,High,10975.37
779.0,12912.92,High,10975.37
1450.0,12912.39,High,10975.37
4745.0,12910.67,High,10975.37
2374.0,12910.26,High,10975.37
2160.0,12910.0,High,10975.37
3225.0,12908.64,High,10975.37
2222.0,12905.74,High,10975.37
675.0,12904.82,High,10975.37
1218.0,12904.75,High,10975.37
4704.0,12903.55,High,10975.37
782.0,12901.53,High,10975.37
2638.0,12901.09,High,10975.37
2534.0,12896.67,High,10975.37
2967.0,12895.92,High,10975.37
3942.0,12894.17,High,10975.37
4382.0,12893.73,High,10975.37
442.0,12892.73,High,10975.37
4444.0,12890.85,High,10975.37
1489.0,12890.53,High,10975.37
4584.0,12887.71,High,10975.37
568.0,12884.01,High,10975.37
1573.0,12883.95,High,10975.37
3555.0,12881.3,High,10975.37
1991.0,12880.61,High,10975.37
3057.0,12879.22,High,10975.37
1250.0,12878.21,High,10975.37
14.0,12876.27,High,10975.37
2813.0,12875.2,High,10975.37
4252.0,12874.12,High,10975.37
2473.0,12873.21,High,10975.37
4950.0,12869.77,High,10975.37
3786.0,12868.07,High,10975.37
3019.0,12864.97,High,10975.37
3650.0,12864.43,High,10975.37
2952.0,12864.37,High,10975.37
3744.0,12864.12,High,10975.37
2300.0,12862.28,High,10975.37
3844.0,12860.92,High,10975.37
2400.0,12860.35,High,10975.37
915.0,12857.7,High,10975.37
1955.0,12856.28,High,10975.37
2121.0,12852.82,High,10975.37
3235.0,12852.78,High,10975.37
2072.0,12852.45,High,10975.37
1233.0,12849.8,High,10975.37
1411.0,12849.44,High,10975.37
472.0,12846.43,High,10975.37
1586.0,12844.8,High,10975.37
1266.0,12843.61,High,10975.37
3042.0,12843.52,High,10975.37
805.0,12843.34,High,10975.37
1786.0,12840.67,High,10975.37
2303.0,12836.22,High,10975.37
2099.0,12834.98,High,10975.37
3211.0,12831.71,High,10975.37
3363.0,12831.21,High,10975.37
971.0,12828.35,High,10975.37
1933.0,12826.96,High,10975.37
4036.0,12819.58,High,10975.37
425.0,12818.92,High,10975.37
2650.0,12816.61,High,10975.37
2269.0,12815.6,High,10975.37
4891.0,12815.44,High,10975.37
1784.0,12814.76,High,10975.37
1201.0,12814.63,High,10975.37
445.0,12814.45,High,10975.37
772.0,12810.49,High,10975.37
3492.0,12808.56,High,10975.37
1655.0,12807.19,High,10975.37
2759.0,12805.67,High,10975.37
2983.0,12804.88,High,10975.37
1611.0,12801.32,High,10975.37
706.0,12800.61,High,10975.37
4265.0,12797.29,High,10975.37
4538.0,12796.25,High,10975.37
2393.0,12789.81,High,10975.37
2594.0,12788.67,High,10975.37
711.0,12786.61,High,10975.37
84.0,12784.46,High,10975.37
3603.0,12781.07,High,10975.37
3715.0,12780.64,High,10975.37
4848.0,12780.02,High,10975.37
2341.0,12779.64,High,10975.37
2016.0,12778.49,High,10975.37
3995.0,12778.46,High,10975.37
1293.0,12774.98,High,10975.37
2123.0,12774.76,High,10975.37
