customer_id,total_spend,spend_tier
1941.0,13488.01,High
4685.0,13483.81,High
340.0,13480.61,High
3594.0,13478.35,High
3817.0,13476.22,High
550.0,13475.32,High
784.0,13474.75,High
3566.0,13473.74,High
1964.0,13473.01,High
2951.0,13470.83,High
1349.0,13464.64,High
3825.0,13463.2,High
1775.0,13459.82,High
4082.0,13458.19,High
1457.0,13457.26,High
2174.0,13456.03,High
3364.0,13450.94,High
2190.0,13450.0,High
552.0,13445.85,High
1682.0,13443.78,High
781.0,13442.81,High
2796.0,13442.25,High
4380.0,13429.94,High
1071.0,13428.78,High
4864.0,13426.09,High
3489.0,13417.49,High
3439.0,13417.36,High
4850.0,13415.71,High
764.0,13414.55,High
4824.0,13414.43,High
2809.0,13406.66,High
2730.0,13405.57,High
4669.0,13403.18,High
3830.0,13401.54,High
4893.0,13387.92,High
437.0,13386.59,High
3310.0,13384.8,High
2137.0,13380.25,High
4577.0,13378.01,High
1195.0,13376.29,High
660.0,13372.22,High
2869.0,13371.74,High
3799.0,13369.83,High
3426.0,13363.22,High
3253.0,13362.51,High
2986.0,13358.57,High
1548.0,13358.47,High
1049.0,13358.05,High
3513.0,13357.32,High
4796.0,13352.1,High
2939.0,13351.04,High
1815.0,13350.76,High
2129.0,13349.55,High
2965.0,13349.18,High
1699.0,13348.69,High
1840.0,13347.27,High
766.0,13347.05,High
1273.0,13343.88,High
3083.0,13342.06,High
1130.0,13339.8,High
3263.0,13337.43,High
2849.0,13336.65,High
2445.0,13334.43,High
632.0,13334.38,High
3458.0,13334.0,High
3473.0,13330.32,High
1633.0,13324.08,High
4530.0,13324.0,High
1026.0,13323.67,High
4813.0,13322.1,High
978.0,13321.15,High
4624.0,13317.05,High
942.0,13317.0,High
927.0,13314.36,High
1503.0,13310.66,High
4181.0,13309.98,High
3293.0,13308.25,High
1248.0,13307.36,High
4668.0,13303.29,High
464.0,13301.78,High
4839.0,13291.42,High
3820.0,13289.02,High
20.0,13282.6,High
2727.0,13280.75,High
2934.0,13278.35,High
124.0,13278.14,High
3156.0,13271.69,High
974.0,13271.04,High
410.0,13266.51,High
2036.0,13266.03,High
3515.0,13262.31,High
4525.0,13261.41,High
3467.0,13260.2,High
3568.0,13260.03,High
3170.0,13259.53,High
3585.0,13256.19,High
2340.0,13253.68,High
2156.0,13251.24,High
2272.0,13250.92,High
2659.0,13248.9,High
2390.0,13247.62,High
4867.0,13243.88,High
487.0,13241.33,High
2226.0,13240.75,High
1156.0,13238.23,High
1791.0,13237.08,High
444.0,13234.7,High
58.0,13234.21,High
3387.0,13232.57,High
1309.0,13232.1,High
2346.0,13231.3,High
1099.0,13229.33,High
4643.0,13228.02,High
1276.0,13226.96,High
3860.0,13226.35,High
2911.0,13224.2,High
3071.0,13223.9,High
2244.0,13222.46,High
2385.0,13219.07,High
134.0,13217.93,High
1305.0,13216.92,High
4211.0,13216.23,High
1315.0,13216.09,High
4335.0,13215.83,High
1589.0,13214.54,High
2380.0,13214.18,High
970.0,13213.48,High
2317.0,13211.87,High
3419.0,13208.24,High
3706.0,13204.08,High
3446.0,13201.74,High
2521.0,13199.45,High
4871.0,13199.13,High
85.0,13197.87,High
3189.0,13197.49,High
315.0,13194.43,High
1940.0,13194.36,High
3007.0,13190.4,High
3051.0,13189.27,High
4175.0,13187.12,High
4067.0,13186.87,High
4922.0,13185.76,High
1389.0,13185.11,High
798.0,13180.38,High
4152.0,13180.25,High
3485.0,13176.21,High
665.0,13175.07,High
3780.0,13174.39,High
1832.0,13173.89,High
2982.0,13173.63,High
364.0,13171.16,High
571.0,13171.13,High
1493.0,13169.54,High
4762.0,13165.19,High
3464.0,13163.32,High
733.0,13161.09,High
3733.0,13158.48,High
3602.0,13156.66,High
2292.0,13156.13,High
4986.0,13155.95,High
4313.0,13154.46,High
3073.0,13153.75,High
3870.0,13152.54,High
4440.0,13152.28,High
4860.0,13149.27,High
324.0,13144.88,High
38.0,13144.13,High
4826.0,13141.72,High
1893.0,13140.96,High
2434.0,13140.62,High
4487.0,13132.56,High
3656.0,13131.51,High
308.0,13124.23,High
2069.0,13121.81,High
4418.0,13119.97,High
3412.0,13119.1,High
1485.0,13111.9,High
1007.0,13111.8,High
3784.0,13108.95,High
2152.0,13107.47,High
682.0,13104.66,High
4488.0,13104.38,High
3416.0,13101.84,High
502.0,13096.65,High
3413.0,13095.05,High
727.0,13092.09,High
633.0,13087.6,High
3037.0,13086.02,High
4819.0,13081.35,High
3144.0,13080.72,High
3791.0,13080.63,High
2059.0,13074.87,High
67.0,13073.35,High
2843.0,13073.28,High
545.0,13071.59,High
1951.0,13070.42,High
2056.0,13069.24,High
3228.0,13066.08,High
4433.0,13064.74,High
1056.0,13064.34,High
2987.0,13061.8,High
3306.0,13059.77,High
4991.0,13052.56,High
1564.0,13049.69,High
4877.0,13049.04,High
3265.0,13048.15,High
3978.0,13046.02,High
647.0,13041.4,High
4114.0,13039.18,High
1317.0,13038.5,High
2279.0,13036.09,High
1576.0,13034.14,High
157.0,13031.73,High
1641.0,13027.84,High
2199.0,13027.45,High
899.0,13023.68,High
4367.0,13022.73,High
1550.0,13021.96,High
1496.0,13021.81,High
1291.0,13014.1,High
2052.0,13013.99,High
3015.0,13012.1,High
2134.0,13010.77,High
242.0,13010.57,High
2246.0,13006.46,High
4758.0,13005.66,High
2225.0,13004.57,High
1314.0,13004.37,High
4506.0,13001.45,High
2014.0,13000.38,High
1375.0,13000.18,High
1631.0,12998.44,High
2844.0,12996.57,High
4081.0,12996.54,High
672.0,12994.08,High
932.0,12993.45,High
2949.0,12991.46,High
3145.0,12990.52,High
2113.0,12988.47,High
4350.0,12985.96,High
2088.0,12984.16,High
2037.0,12983.59,High
2228.0,12982.83,High
4280.0,12980.61,High
475.0,12979.75,High
1822.0,12975.64,High
4288.0,12974.55,High
1845.0,12972.57,High
2842.0,12966.9,High
604.0,12964.8,High
2992.0,12964.06,High
3752.0,12959.64,High
3520.0,12958.5,High
1183.0,12957.71,High
1572.0,12957.31,High
2792.0,12956.15,High
2235.0,12954.79,High
2800.0,12954.62,High
606.0,12953.31,High
2164.0,12948.36,High
4956.0,12947.04,High
86.0,12946.42,High
4774.0,12945.99,High
897.0,12945.88,High
240.0,12945.6,High
667.0,12945.35,High
2518.0,12944.93,High
2887.0,12944.81,High
2065.0,12940.73,High
2860.0,12935.61,High
4803.0,12935.47,High
4667.0,12934.38,High
2408.0,12931.0,High
2714.0,12928.7,High
3053.0,12926.72,High
1969.0,12926.67,High
4639.0,12923.43,High
1261.0,12918.75,High
922.0,12918.1,High
247.0,12917.57,High
1311.0,12914.21,High
779.0,12912.92,High
1450.0,12912.39,High
4745.0,12910.67,High
2374.0,12910.26,High
2160.0,12910.0,High
3225.0,12908.64,High
2222.0,12905.74,High
675.0,12904.82,High
1218.0,12904.75,High
4704.0,12903.55,High
782.0,12901.53,High
2638.0,12901.09,High
2534.0,12896.67,High
2967.0,12895.92,High
3942.0,12894.17,High
4382.0,12893.73,High
442.0,12892.73,High
4444.0,12890.85,High
1489.0,12890.53,High
4584.0,12887.71,High
568.0,12884.01,High
1573.0,12883.95,High
3555.0,12881.3,High
1991.0,12880.61,High
3057.0,12879.22,High
1250.0,12878.21,High
14.0,12876.27,High
2813.0,12875.2,High
4252.0,12874.12,High
2473.0,12873.21,High
4950.0,12869.77,High
3786.0,12868.07,High
3019.0,12864.97,High
3650.0,12864.43,High
2952.0,12864.37,High
3744.0,12864.12,High
2300.0,12862.28,High
3844.0,12860.92,High
2400.0,12860.35,High
915.0,12857.7,High
1955.0,12856.28,High
2121.0,12852.82,High
3235.0,12852.78,High
2072.0,12852.45,High
1233.0,12849.8,High
1411.0,12849.44,High
472.0,12846.43,High
1586.0,12844.8,High
1266.0,12843.61,High
3042.0,12843.52,High
805.0,12843.34,High
1786.0,12840.67,High
2303.0,12836.22,High
2099.0,12834.98,High
3211.0,12831.71,High
3363.0,12831.21,High
971.0,12828.35,High
1933.0,12826.96,High
4036.0,12819.58,High
425.0,12818.92,High
2650.0,12816.61,High
2269.0,12815.6,High
4891.0,12815.44,High
1784.0,12814.76,High
1201.0,12814.63,High
445.0,12814.45,High
772.0,12810.49,High
3492.0,12808.56,High
1655.0,12807.19,High
2759.0,12805.67,High
2983.0,12804.88,High
1611.0,12801.32,High
706.0,12800.61,High
4265.0,12797.29,High
4538.0,12796.25,High
2393.0,12789.81,High
2594.0,12788.67,High
711.0,12786.61,High
84.0,12784.46,High
3603.0,12781.07,High
3715.0,12780.64,High
4848.0,12780.02,High
2341.0,12779.64,High
2016.0,12778.49,High
3995.0,12778.46,High
1293.0,12774.98,High
2123.0,12774.76,High
1172.0,12772.64,High
1958.0,12772.44,High
4504.0,12772.43,High
380.0,12771.26,High
3563.0,12767.18,High
2868.0,12765.31,High
4057.0,12763.67,High
4954.0,12763.03,High
4649.0,12762.9,High
3234.0,12761.84,High
2275.0,12758.86,High
1295.0,12757.47,High
458.0,12756.49,High
4376.0,12752.62,High
952.0,12751.23,High
1226.0,12750.6,High
2248.0,12750.53,High
2652.0,12749.75,High
2682.0,12749.43,High
1425.0,12744.46,High
1432.0,12741.17,High
262.0,12738.79,High
1890.0,12737.6,High
4425.0,12736.45,High
1297.0,12733.44,High
4521.0,12730.85,High
822.0,12729.04,High
4130.0,12724.9,High
4098.0,12724.75,High
3483.0,12722.11,High
466.0,12719.09,High
143.0,12713.07,High
4270.0,12712.15,High
1475.0,12711.2,High
3793.0,12709.19,High
4287.0,12707.34,High
4929.0,12700.93,High
2938.0,12700.83,High
4421.0,12694.2,High
2953.0,12693.23,High
1715.0,12693.05,High
3909.0,12692.68,High
962.0,12691.68,High
2315.0,12687.91,High
926.0,12686.54,High
3587.0,12685.93,High
1654.0,12684.11,High
4047.0,12682.25,High
1961.0,12679.36,High
2584.0,12677.17,High
1308.0,12674.17,High
1675.0,12673.19,High
206.0,12671.07,High
615.0,12671.06,High
3275.0,12670.55,High
4224.0,12667.18,High
4293.0,12666.32,High
4041.0,12664.43,High
2815.0,12664.02,High
3673.0,12662.67,High
3682.0,12661.34,High
2820.0,12658.44,High
2251.0,12657.42,High
3809.0,12656.81,High
2011.0,12655.84,High
694.0,12654.88,High
302.0,12652.5,High
1300.0,12650.29,High
4496.0,12647.51,High
3257.0,12645.16,High
4626.0,12640.82,High
4013.0,12640.78,High
3487.0,12639.08,High
1525.0,12638.44,High
2734.0,12637.55,High
4055.0,12636.5,High
4910.0,12635.93,High
426.0,12633.8,High
1225.0,12630.13,High
4760.0,12629.88,High
474.0,12629.19,High
4694.0,12627.47,High
2135.0,12626.79,High
3980.0,12625.34,High
3355.0,12625.07,High
2649.0,12623.41,High
1773.0,12621.28,High
3127.0,12620.5,High
921.0,12618.93,High
1054.0,12618.88,High
1721.0,12618.84,High
4021.0,12617.26,High
2444.0,12615.02,High
748.0,12611.35,High
965.0,12610.82,High
2027.0,12607.56,High
22.0,12607.41,High
2628.0,12607.38,High
2667.0,12604.51,High
2711.0,12602.22,High
396.0,12601.62,High
1761.0,12600.96,High
1246.0,12598.01,High
3442.0,12593.2,High
1184.0,12593.18,High
735.0,12592.87,High
3493.0,12592.69,High
2806.0,12590.83,High
3593.0,12590.49,High
4340.0,12589.92,High
1763.0,12587.47,High
4640.0,12586.81,High
3930.0,12582.2,High
336.0,12581.82,High
1882.0,12580.69,High
310.0,12580.09,High
1134.0,12576.61,High
1817.0,12573.92,High
389.0,12572.76,High
3997.0,12570.8,High
4589.0,12569.34,High
3013.0,12565.37,High
888.0,12565.35,High
4201.0,12561.17,High
4897.0,12560.22,High
454.0,12559.65,High
1275.0,12557.82,High
3396.0,12557.01,High
419.0,12554.16,High
3701.0,12551.0,High
137.0,12548.69,High
1635.0,12548.23,High
1746.0,12548.12,High
4437.0,12547.35,High
2662.0,12545.38,High
1408.0,12544.76,High
3017.0,12540.32,High
588.0,12537.77,High
2410.0,12534.73,High
252.0,12534.33,High
3987.0,12532.77,High
3655.0,12530.55,High
515.0,12530.16,High
4660.0,12529.72,High
344.0,12529.43,High
3662.0,12528.17,High
15.0,12527.57,High
296.0,12525.23,High
4511.0,12524.51,High
2892.0,12524.05,High
2238.0,12521.13,High
1132.0,12520.38,High
1540.0,12518.6,High
200.0,12516.82,High
4979.0,12516.79,High
1569.0,12512.56,High
3341.0,12510.39,High
831.0,12509.53,High
1765.0,12508.38,High
4179.0,12506.79,High
286.0,12506.3,High
1906.0,12505.96,High
903.0,12505.79,High
370.0,12500.5,High
4995.0,12499.15,High
3216.0,12497.31,High
3896.0,12496.67,High
129.0,12496.61,High
1490.0,12496.47,High
3803.0,12495.2,High
4106.0,12495.13,High
3764.0,12493.6,High
233.0,12492.05,High
3091.0,12489.28,High
3432.0,12489.2,High
876.0,12488.1,High
3491.0,12487.6,High
1935.0,12487.3,High
3292.0,12485.07,High
3197.0,12482.6,High
3999.0,12480.3,High
1329.0,12475.99,High
843.0,12474.25,High
3155.0,12474.0,High
433.0,12471.41,High
2579.0,12470.47,High
1683.0,12469.1,High
1465.0,12468.8,High
1257.0,12468.56,High
3871.0,12467.77,High
1284.0,12467.67,High
118.0,12467.34,High
3206.0,12466.12,High
2042.0,12465.59,High
375.0,12464.08,High
55.0,12461.1,High
4231.0,12457.08,High
4988.0,12456.73,High
4536.0,12456.49,High
2781.0,12456.02,High
1993.0,12455.22,High
3086.0,12455.19,High
4432.0,12454.33,High
2394.0,12453.96,High
4148.0,12453.02,High
3905.0,12452.16,High
219.0,12450.82,High
2209.0,12450.03,High
1520.0,12448.57,High
852.0,12448.22,High
2737.0,12446.86,High
1334.0,12446.44,High
4720.0,12442.73,High
3004.0,12442.67,High
894.0,12439.96,High
3623.0,12439.62,High
3926.0,12438.51,High
1292.0,12437.33,High
4267.0,12436.6,High
2096.0,12433.4,High
4070.0,12432.88,High
3514.0,12432.12,High
3925.0,12430.63,High
2664.0,12430.63,High
2173.0,12429.97,High
1440.0,12429.46,High
3200.0,12428.85,High
1780.0,12428.31,High
1779.0,12428.17,High
850.0,12428.05,High
1595.0,12428.05,High
4460.0,12424.98,High
2039.0,12424.96,High
629.0,12424.82,High
4341.0,12423.91,High
4529.0,12420.02,High
2552.0,12419.78,High
3806.0,12419.73,High
650.0,12417.84,High
1643.0,12416.83,High
2242.0,12416.01,High
1447.0,12415.09,High
201.0,12413.66,High
2610.0,12413.47,High
3453.0,12411.34,High
39.0,12410.72,High
3175.0,12409.6,High
3451.0,12407.77,High
4713.0,12406.51,High
489.0,12406.18,High
4593.0,12403.39,High
4917.0,12399.7,High
787.0,12397.04,High
486.0,12395.38,High
3836.0,12394.86,High
3819.0,12394.43,High
2642.0,12393.03,High
2103.0,12390.13,High
1743.0,12388.36,High
1847.0,12387.58,High
2054.0,12387.25,High
3462.0,12385.97,High
4756.0,12385.8,High
4537.0,12385.72,High
4836.0,12385.58,High
2188.0,12382.38,High
1696.0,12381.96,High
1403.0,12380.68,High
4801.0,12380.24,High
1734.0,12378.17,High
421.0,12377.31,High
2347.0,12377.13,High
2316.0,12375.98,High
4228.0,12374.87,High
1712.0,12374.28,High
3854.0,12373.81,High
1406.0,12370.25,High
2979.0,12367.57,High
3342.0,12366.56,High
1502.0,12366.37,High
4858.0,12362.33,High
4497.0,12360.56,High
94.0,12358.42,High
1320.0,12357.78,High
4599.0,12357.16,High
3986.0,12355.91,High
1578.0,12352.12,High
2989.0,12351.34,High
4865.0,12349.97,High
3849.0,12349.72,High
2755.0,12349.41,High
1210.0,12347.1,High
3296.0,12346.92,High
624.0,12345.65,High
3411.0,12345.61,High
3107.0,12342.38,High
156.0,12341.82,High
4629.0,12340.77,High
3392.0,12338.84,High
2038.0,12338.73,High
4368.0,12332.99,High
1997.0,12330.97,High
423.0,12329.29,High
4851.0,12329.1,High
872.0,12328.84,High
4740.0,12327.26,High
799.0,12325.48,High
3400.0,12325.2,High
574.0,12323.81,High
4176.0,12323.7,High
2028.0,12320.41,High
3707.0,12318.76,High
4030.0,12317.9,High
2523.0,12317.41,High
199.0,12317.38,High
4904.0,12316.91,High
4518.0,12316.59,High
2825.0,12316.37,High
185.0,12315.64,High
3961.0,12315.22,High
4188.0,12314.52,High
1766.0,12313.95,High
47.0,12312.03,High
2775.0,12311.84,High
3148.0,12311.26,High
2446.0,12310.07,High
3221.0,12309.61,High
1131.0,12309.08,High
4006.0,12308.64,High
2592.0,12306.06,High
4238.0,12304.01,High
862.0,12300.91,High
1434.0,12298.74,High
3436.0,12298.56,High
3340.0,12297.03,High
495.0,12296.04,High
3792.0,12294.09,High
4492.0,12293.82,High
166.0,12292.93,High
4191.0,12290.15,High
800.0,12288.92,High
1251.0,12287.75,High
621.0,12287.03,High
801.0,12286.04,High
939.0,12285.32,High
3863.0,12283.86,High
152.0,12282.77,High
4461.0,12282.63,High
4111.0,12281.68,High
1214.0,12280.98,High
786.0,12279.78,High
279.0,12279.24,High
25.0,12278.5,High
