customer_id,last_purchase,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_segment
3004.0,2025-08-26,66,88,12442.67,2,2,4,At Risk
2173.0,2025-08-30,62,91,12429.97,2,2,4,At Risk
1780.0,2025-09-14,47,88,12428.31,2,2,4,At Risk
787.0,2025-08-16,76,80,12397.04,2,1,4,At Risk
3819.0,2025-07-28,95,78,12394.43,2,1,4,At Risk
3462.0,2025-09-08,53,95,12385.97,2,3,4,At Risk
4756.0,2025-09-19,42,95,12385.8,2,3,4,At Risk
423.0,2025-09-15,46,92,12329.29,2,3,4,At Risk
4238.0,2025-07-02,121,84,12304.01,2,1,4,At Risk
801.0,2025-08-22,70,80,12286.04,2,1,4,At Risk
4111.0,2025-09-13,48,93,12281.68,2,3,4,At Risk
288.0,2025-09-21,40,96,12274.09,2,3,4,At Risk
3546.0,2025-07-07,116,86,12252.88,2,2,4,At Risk
4458.0,2025-09-07,54,91,12251.29,2,3,4,At Risk
1421.0,2025-09-09,52,95,12250.86,2,3,4,At Risk
1363.0,2025-08-05,87,84,12240.28,2,1,4,At Risk
203.0,2025-09-10,51,96,12216.64,2,3,4,At Risk
268.0,2025-09-08,53,95,12184.83,2,3,4,At Risk
1193.0,2025-09-20,41,96,12158.6,2,3,4,At Risk
3738.0,2025-09-04,57,87,12152.49,2,2,4,At Risk
2007.0,2025-09-20,41,95,12132.08,2,3,4,At Risk
4446.0,2025-09-22,39,90,12131.91,2,2,4,At Risk
1757.0,2025-08-17,75,91,12129.52,2,2,4,At Risk
994.0,2025-09-11,50,96,12091.46,2,3,4,At Risk
4282.0,2025-08-31,61,89,12088.92,2,2,4,At Risk
1975.0,2025-09-18,43,91,12085.14,2,2,4,At Risk
3445.0,2025-09-18,43,93,12085.1,2,3,4,At Risk
1553.0,2025-09-10,51,88,12065.43,2,2,4,At Risk
567.0,2025-08-31,61,95,12053.15,2,3,4,At Risk
2348.0,2025-09-20,41,90,12034.97,2,2,4,At Risk
2485.0,2025-09-17,44,87,12034.59,2,2,4,At Risk
2902.0,2025-09-12,49,87,12029.9,2,2,4,At Risk
362.0,2025-08-30,62,81,12020.53,2,1,4,At Risk
1301.0,2025-08-09,83,85,11994.01,2,1,4,At Risk
2520.0,2025-09-09,52,87,11989.56,2,2,4,At Risk
1368.0,2025-08-31,61,73,11988.38,2,1,4,At Risk
60.0,2025-09-09,52,95,11961.66,2,3,4,At Risk
223.0,2025-09-20,41,91,11956.16,2,2,4,At Risk
880.0,2025-08-27,65,83,11942.49,2,1,4,At Risk
618.0,2025-08-05,87,96,11922.31,2,3,4,At Risk
2898.0,2025-08-17,75,93,11921.72,2,3,4,At Risk
4828.0,2025-09-04,57,92,11910.54,2,3,4,At Risk
2622.0,2025-09-07,54,90,11910.2,2,2,4,At Risk
2910.0,2025-09-08,53,91,11890.28,2,3,4,At Risk
2397.0,2025-07-02,121,90,11883.62,2,2,4,At Risk
4197.0,2025-08-29,63,92,11877.84,2,3,4,At Risk
4960.0,2025-09-09,52,84,11864.43,2,1,4,At Risk
858.0,2025-09-02,59,82,11864.17,2,1,4,At Risk
2089.0,2025-08-22,70,80,11850.54,2,1,4,At Risk
911.0,2025-07-14,109,73,11846.98,2,1,4,At Risk
51.0,2025-08-31,61,92,11846.69,2,3,4,At Risk
2973.0,2025-09-22,39,85,11837.57,2,1,4,At Risk
3675.0,2025-09-12,49,90,11836.9,2,2,4,At Risk
4302.0,2025-07-18,105,91,11824.38,2,3,4,At Risk
1810.0,2025-07-22,101,87,11821.01,2,2,4,At Risk
2319.0,2025-08-28,64,95,11820.02,2,3,4,At Risk
3044.0,2025-08-17,75,93,11811.17,2,3,4,At Risk
1468.0,2025-08-04,88,95,11809.41,2,3,4,At Risk
3992.0,2025-07-20,103,89,11794.09,2,2,4,At Risk
1198.0,2025-09-08,53,93,11791.55,2,3,4,At Risk
1148.0,2025-09-21,40,90,11790.03,2,2,4,At Risk
4352.0,2025-09-04,57,94,11775.82,2,3,4,At Risk
2177.0,2025-09-05,56,90,11754.44,2,2,4,At Risk
3918.0,2025-08-18,74,92,11749.11,2,3,4,At Risk
1064.0,2025-08-22,70,91,11746.53,2,2,4,At Risk
4692.0,2025-06-12,141,84,11742.84,2,1,4,At Risk
108.0,2025-09-19,42,96,11741.74,2,3,4,At Risk
1749.0,2025-09-15,46,92,11701.44,2,3,4,At Risk
1551.0,2025-09-12,49,93,11693.9,2,3,4,At Risk
3383.0,2025-09-07,54,90,11690.5,2,2,4,At Risk
4417.0,2025-08-29,63,83,11683.35,2,1,4,At Risk
2576.0,2025-08-21,71,93,11668.27,2,3,4,At Risk
2499.0,2025-09-11,50,93,11658.4,2,3,4,At Risk
2551.0,2025-09-12,49,94,11635.14,2,3,4,At Risk
4124.0,2025-08-06,86,95,11612.5,2,3,4,At Risk
3377.0,2025-07-21,102,94,11610.13,2,3,4,At Risk
363.0,2025-08-19,73,87,11601.55,2,2,4,At Risk
2055.0,2025-08-13,79,88,11581.37,2,2,4,At Risk
3527.0,2025-08-26,66,91,11580.27,2,3,4,At Risk
1319.0,2025-09-12,49,92,11576.09,2,3,4,At Risk
4601.0,2025-07-16,107,93,11572.01,2,3,4,At Risk
4010.0,2025-08-28,64,85,11563.22,2,1,4,At Risk
1808.0,2025-09-04,57,93,11548.04,2,3,4,At Risk
2587.0,2025-07-28,95,81,11547.37,2,1,4,At Risk
935.0,2025-09-11,50,84,11545.03,2,1,4,At Risk
3499.0,2025-09-20,41,95,11508.18,2,3,4,At Risk
459.0,2025-09-08,53,91,11507.59,2,2,4,At Risk
4166.0,2025-09-02,59,95,11490.59,2,3,4,At Risk
3963.0,2025-09-01,60,86,11488.58,2,2,4,At Risk
3692.0,2025-08-19,73,79,11477.33,2,1,4,At Risk
462.0,2025-09-10,51,90,11471.8,2,2,4,At Risk
2585.0,2025-08-31,61,81,11465.89,2,1,4,At Risk
2221.0,2025-09-03,58,72,11460.56,2,1,4,At Risk
1236.0,2025-09-01,60,95,11458.41,2,3,4,At Risk
2035.0,2025-09-21,40,95,11449.55,2,3,4,At Risk
4466.0,2025-08-26,66,92,11432.53,2,3,4,At Risk
938.0,2025-05-14,170,82,11411.59,2,1,4,At Risk
1876.0,2025-09-15,46,95,11408.48,2,3,4,At Risk
990.0,2025-09-22,39,89,11407.16,2,2,4,At Risk
1877.0,2025-09-21,40,85,11404.67,2,1,4,At Risk
2715.0,2025-09-16,45,90,11389.35,2,2,4,At Risk
1126.0,2025-09-22,39,89,11378.0,2,2,3,At Risk
1661.0,2025-09-01,60,91,11363.17,2,2,3,At Risk
2200.0,2025-08-17,75,79,11359.8,2,1,3,At Risk
4727.0,2025-09-21,40,86,11357.76,2,2,3,At Risk
524.0,2025-08-23,69,88,11299.11,2,2,3,At Risk
3041.0,2025-09-02,59,83,11296.62,2,1,3,At Risk
3848.0,2025-08-09,83,78,11294.06,2,1,3,At Risk
1479.0,2025-09-20,41,93,11278.54,2,3,3,At Risk
1609.0,2025-09-21,40,88,11275.65,2,2,3,At Risk
3693.0,2025-09-06,55,90,11264.24,2,2,3,At Risk
2720.0,2025-09-09,52,92,11249.75,2,3,3,At Risk
593.0,2025-07-21,102,85,11233.58,2,1,3,At Risk
2233.0,2025-07-13,110,90,11231.36,2,2,3,At Risk
2540.0,2025-09-17,44,93,11228.66,2,3,3,At Risk
3545.0,2025-09-05,56,90,11225.65,2,2,3,At Risk
144.0,2025-08-23,69,77,11223.87,2,1,3,At Risk
3960.0,2025-09-05,56,94,11202.22,2,3,3,At Risk
2115.0,2025-08-26,66,87,11193.74,2,2,3,At Risk
3370.0,2025-08-17,75,88,11188.73,2,2,3,At Risk
3762.0,2025-09-11,50,88,11185.3,2,2,3,At Risk
2506.0,2025-09-11,50,90,11176.95,2,2,3,At Risk
4989.0,2025-08-20,72,93,11148.89,2,3,3,At Risk
2450.0,2025-08-30,62,78,11144.18,2,1,3,At Risk
957.0,2025-08-29,63,92,11138.7,2,3,3,At Risk
209.0,2025-08-26,66,82,11137.79,2,1,3,At Risk
2104.0,2025-08-13,79,78,11131.66,2,1,3,At Risk
4060.0,2025-07-23,100,94,11129.61,2,3,3,At Risk
290.0,2025-08-01,91,84,11127.75,2,1,3,At Risk
4473.0,2025-09-13,48,91,11126.03,2,3,3,At Risk
1244.0,2025-08-21,71,90,11115.76,2,2,3,At Risk
1149.0,2025-09-02,59,79,11094.54,2,1,3,At Risk
1857.0,2025-09-10,51,79,11091.24,2,1,3,At Risk
1429.0,2025-08-29,63,82,11090.82,2,1,3,At Risk
4545.0,2025-08-30,62,86,11084.52,2,2,3,At Risk
4257.0,2025-08-30,62,92,11079.71,2,3,3,At Risk
1759.0,2025-08-20,72,87,11078.97,2,2,3,At Risk
3577.0,2025-09-08,53,95,11075.61,2,3,3,At Risk
1160.0,2025-08-15,77,96,11074.93,2,3,3,At Risk
3958.0,2025-09-01,60,88,11067.38,2,2,3,At Risk
3322.0,2025-08-30,62,86,11038.15,2,2,3,At Risk
99.0,2025-09-19,42,96,11037.88,2,3,3,At Risk
1472.0,2025-09-09,52,87,11036.09,2,2,3,At Risk
792.0,2025-06-12,141,81,11034.77,2,1,3,At Risk
3410.0,2025-08-30,62,93,11032.37,2,3,3,At Risk
642.0,2025-09-19,42,82,11022.34,2,1,3,At Risk
3095.0,2025-08-31,61,95,11022.19,2,3,3,At Risk
3919.0,2025-09-05,56,89,11006.14,2,2,3,At Risk
1889.0,2025-09-17,44,93,11002.16,2,3,3,At Risk
237.0,2025-08-29,63,88,10991.63,2,2,3,At Risk
1995.0,2025-08-04,88,81,10987.12,2,1,3,At Risk
2602.0,2025-09-12,49,94,10962.48,2,3,3,At Risk
954.0,2025-07-10,113,89,10955.84,2,2,3,At Risk
3061.0,2025-07-30,93,90,10946.74,2,2,3,At Risk
3250.0,2025-09-17,44,93,10940.41,2,3,3,At Risk
3829.0,2025-08-26,66,88,10931.3,2,2,3,At Risk
1705.0,2025-09-18,43,81,10928.51,2,1,3,At Risk
2694.0,2025-09-08,53,81,10927.13,2,1,3,At Risk
2403.0,2025-08-16,76,86,10927.09,2,2,3,At Risk
4465.0,2025-08-05,87,93,10918.28,2,3,3,At Risk
3443.0,2025-08-02,90,90,10915.31,2,2,3,At Risk
2387.0,2025-08-10,82,89,10914.82,2,2,3,At Risk
1028.0,2025-09-18,43,89,10909.09,2,2,3,At Risk
907.0,2025-09-02,59,89,10901.22,2,2,3,At Risk
2858.0,2025-08-03,89,83,10898.26,2,1,3,At Risk
4378.0,2025-08-20,72,95,10894.26,2,3,3,At Risk
1710.0,2025-09-05,56,81,10888.41,2,1,3,At Risk
543.0,2025-09-13,48,92,10885.82,2,3,3,At Risk
1103.0,2025-08-31,61,86,10875.05,2,2,3,At Risk
4384.0,2025-09-22,39,90,10867.01,2,2,3,At Risk
2002.0,2025-09-16,45,91,10861.82,2,2,3,At Risk
929.0,2025-09-07,54,86,10857.29,2,2,3,At Risk
4785.0,2025-09-23,38,91,10854.02,2,3,3,At Risk
4936.0,2025-08-21,71,90,10852.05,2,2,3,At Risk
3855.0,2025-07-25,98,88,10849.94,2,2,3,At Risk
4621.0,2025-09-04,57,86,10845.95,2,2,3,At Risk
3113.0,2025-08-31,61,94,10844.52,2,3,3,At Risk
992.0,2025-09-18,43,88,10837.88,2,2,3,At Risk
2026.0,2025-09-09,52,88,10836.42,2,2,3,At Risk
3582.0,2025-09-19,42,92,10830.91,2,3,3,At Risk
2522.0,2025-08-26,66,91,10825.8,2,3,3,At Risk
889.0,2025-08-26,66,82,10822.54,2,1,3,At Risk
2597.0,2025-09-06,55,73,10802.11,2,1,3,At Risk
3748.0,2025-09-06,55,93,10801.76,2,3,3,At Risk
4271.0,2025-08-08,84,90,10795.95,2,2,3,At Risk
2963.0,2025-08-19,73,90,10793.36,2,2,3,At Risk
653.0,2025-07-30,93,91,10786.31,2,2,3,At Risk
4794.0,2025-09-20,41,92,10785.96,2,3,3,At Risk
1653.0,2025-07-04,119,86,10764.08,2,2,3,At Risk
1141.0,2025-07-18,105,87,10762.91,2,2,3,At Risk
566.0,2025-09-17,44,91,10748.14,2,2,3,At Risk
866.0,2025-09-13,48,96,10747.49,2,3,3,At Risk
1615.0,2025-07-30,93,77,10740.67,2,1,3,At Risk
3065.0,2025-09-07,54,91,10733.23,2,3,3,At Risk
4914.0,2025-09-20,41,88,10729.96,2,2,3,At Risk
4934.0,2025-09-12,49,86,10729.11,2,2,3,At Risk
1501.0,2025-09-16,45,90,10721.46,2,2,3,At Risk
730.0,2025-09-17,44,89,10720.46,2,2,3,At Risk
4383.0,2025-09-20,41,92,10715.62,2,3,3,At Risk
4223.0,2025-09-07,54,95,10711.56,2,3,3,At Risk
4355.0,2025-08-13,79,90,10701.53,2,2,3,At Risk
2204.0,2025-09-07,54,87,10678.07,2,2,3,At Risk
2718.0,2025-09-13,48,88,10664.87,2,2,3,At Risk
153.0,2025-09-10,51,87,10664.15,2,2,3,At Risk
244.0,2025-09-18,43,95,10660.51,2,3,3,At Risk
690.0,2025-09-14,47,87,10658.02,2,2,3,At Risk
4580.0,2025-09-14,47,87,10648.95,2,2,3,At Risk
4049.0,2025-09-13,48,74,10642.63,2,1,3,At Risk
4844.0,2025-08-13,79,90,10641.98,2,2,3,At Risk
1713.0,2025-09-01,60,91,10634.01,2,2,3,At Risk
3082.0,2025-09-15,46,86,10620.21,2,2,3,At Risk
3687.0,2025-06-20,133,76,10602.89,2,1,3,At Risk
4842.0,2025-09-19,42,83,10593.65,2,1,3,At Risk
2150.0,2025-09-16,45,90,10592.61,2,2,3,At Risk
2780.0,2025-08-22,70,88,10591.85,2,2,3,At Risk
4631.0,2025-08-25,67,75,10590.56,2,1,3,At Risk
3205.0,2025-08-14,78,72,10589.62,2,1,3,At Risk
2776.0,2025-09-21,40,87,10588.29,2,2,3,At Risk
2862.0,2025-09-03,58,83,10584.42,2,1,3,At Risk
1463.0,2025-09-19,42,87,10574.81,2,2,3,At Risk
2637.0,2025-08-10,82,85,10573.68,2,1,3,At Risk
3351.0,2025-08-18,74,84,10569.14,2,1,3,At Risk
2533.0,2025-09-15,46,93,10564.37,2,3,3,At Risk
1671.0,2025-09-18,43,91,10561.63,2,2,3,At Risk
1179.0,2025-08-13,79,88,10556.65,2,2,3,At Risk
2323.0,2025-08-29,63,82,10553.2,2,1,3,At Risk
2893.0,2025-08-16,76,84,10535.0,2,1,3,At Risk
2706.0,2025-09-16,45,92,10534.03,2,3,3,At Risk
987.0,2025-08-14,78,82,10532.46,2,1,3,At Risk
3607.0,2025-09-06,55,95,10530.84,2,3,3,At Risk
4673.0,2025-09-07,54,94,10529.65,2,3,3,At Risk
3496.0,2025-08-18,74,81,10520.11,2,1,3,At Risk
1516.0,2025-08-27,65,82,10515.01,2,1,3,At Risk
4978.0,2025-08-23,69,89,10514.87,2,2,3,At Risk
1577.0,2025-09-09,52,92,10513.17,2,3,3,At Risk
1178.0,2025-09-14,47,76,10498.32,2,1,3,At Risk
2586.0,2025-09-02,59,91,10496.33,2,3,3,At Risk
168.0,2025-09-10,51,88,10484.63,2,2,3,At Risk
347.0,2025-08-30,62,88,10477.84,2,2,3,At Risk
881.0,2025-09-22,39,93,10477.83,2,3,3,At Risk
2847.0,2025-09-12,49,81,10465.85,2,1,3,At Risk
3746.0,2025-08-02,90,94,10465.43,2,3,3,At Risk
2005.0,2025-09-21,40,82,10465.01,2,1,3,At Risk
2745.0,2025-08-26,66,85,10449.76,2,1,3,At Risk
3584.0,2025-08-31,61,95,10441.58,2,3,3,At Risk
3522.0,2025-09-21,40,94,10441.31,2,3,3,At Risk
4409.0,2025-08-26,66,94,10432.41,2,3,3,At Risk
3721.0,2025-07-29,94,80,10431.67,2,1,3,At Risk
194.0,2025-09-18,43,83,10427.79,2,1,3,At Risk
3161.0,2025-09-01,60,92,10424.41,2,3,3,At Risk
3929.0,2025-08-28,64,86,10420.48,2,2,3,At Risk
4326.0,2025-08-14,78,91,10399.79,2,3,2,At Risk
1781.0,2025-09-09,52,98,10387.51,2,4,2,At Risk
1738.0,2025-09-15,46,94,10387.19,2,3,2,At Risk
2772.0,2025-08-29,63,95,10386.22,2,3,2,At Risk
4654.0,2025-08-28,64,103,10369.82,2,5,2,At Risk
4443.0,2025-09-12,49,95,10368.96,2,3,2,At Risk
951.0,2025-08-14,78,93,10358.5,2,3,2,At Risk
234.0,2025-09-03,58,94,10347.84,2,3,2,At Risk
4071.0,2025-08-19,73,92,10335.01,2,3,2,At Risk
2067.0,2025-08-23,69,95,10334.48,2,3,2,At Risk
3500.0,2025-09-14,47,99,10332.14,2,4,2,At Risk
2168.0,2025-08-28,64,102,10321.68,2,5,2,At Risk
1747.0,2025-09-20,41,99,10267.48,2,4,2,At Risk
1091.0,2025-09-13,48,97,10256.91,2,4,2,At Risk
1950.0,2025-09-09,52,98,10249.0,2,4,2,At Risk
80.0,2025-09-21,40,95,10229.42,2,3,2,At Risk
2937.0,2025-09-05,56,95,10223.63,2,3,2,At Risk
4164.0,2025-09-02,59,96,10214.2,2,4,2,At Risk
1274.0,2025-09-19,42,92,10203.89,2,3,2,At Risk
4918.0,2025-09-04,57,103,10196.86,2,5,2,At Risk
4980.0,2025-09-10,51,91,10192.76,2,3,2,At Risk
1990.0,2025-09-18,43,106,10191.34,2,5,2,At Risk
1011.0,2025-06-03,150,96,10188.11,2,3,2,At Risk
1441.0,2025-08-02,90,96,10184.78,2,4,2,At Risk
3248.0,2025-09-13,48,98,10180.7,2,4,2,At Risk
3048.0,2025-09-01,60,100,10165.32,2,4,2,At Risk
3876.0,2025-09-08,53,92,10164.58,2,3,2,At Risk
1952.0,2025-07-30,93,108,10131.26,2,5,2,At Risk
3339.0,2025-09-12,49,104,10127.47,2,5,2,At Risk
2489.0,2025-09-21,40,95,10116.57,2,3,2,At Risk
1382.0,2025-08-12,80,98,10100.19,2,4,2,At Risk
2646.0,2025-09-07,54,100,10089.57,2,4,2,At Risk
2070.0,2025-09-13,48,93,10081.53,2,3,2,At Risk
2994.0,2025-09-07,54,91,10070.66,2,3,2,At Risk
840.0,2025-09-02,59,100,10064.77,2,4,2,At Risk
4042.0,2025-09-06,55,93,10063.08,2,3,2,At Risk
1388.0,2025-09-09,52,103,10059.26,2,5,2,At Risk
1793.0,2025-09-07,54,102,10058.22,2,5,2,At Risk
2661.0,2025-09-04,57,91,10054.53,2,3,2,At Risk
146.0,2025-08-30,62,95,10045.24,2,3,2,At Risk
210.0,2025-06-07,146,97,10035.82,2,4,2,At Risk
1133.0,2025-09-12,49,101,10003.6,2,4,2,At Risk
3732.0,2025-09-18,43,95,9994.81,2,3,2,At Risk
1944.0,2025-09-09,52,97,9992.04,2,4,2,At Risk
3428.0,2025-08-03,89,96,9989.89,2,4,2,At Risk
4054.0,2025-08-05,87,94,9963.07,2,3,2,At Risk
3425.0,2025-08-02,90,99,9944.32,2,4,2,At Risk
3307.0,2025-08-26,66,92,9939.86,2,3,2,At Risk
1053.0,2025-06-14,139,100,9931.07,2,4,2,At Risk
2881.0,2025-09-22,39,92,9905.93,2,3,2,At Risk
753.0,2025-09-08,53,94,9890.04,2,3,2,At Risk
4610.0,2025-09-12,49,109,9874.98,2,5,2,At Risk
439.0,2025-09-04,57,95,9873.49,2,3,2,At Risk
4095.0,2025-09-02,59,106,9871.48,2,5,2,At Risk
4208.0,2025-09-16,45,95,9864.84,2,3,2,At Risk
4815.0,2025-08-26,66,94,9855.64,2,3,2,At Risk
3657.0,2025-08-31,61,94,9821.84,2,3,2,At Risk
482.0,2025-09-17,44,94,9821.27,2,3,2,At Risk
3243.0,2025-08-30,62,95,9814.88,2,3,2,At Risk
2334.0,2025-08-17,75,94,9807.76,2,3,2,At Risk
2542.0,2025-09-21,40,92,9795.21,2,3,2,At Risk
2674.0,2025-09-18,43,102,9792.05,2,5,2,At Risk
2082.0,2025-08-17,75,109,9779.5,2,5,2,At Risk
368.0,2025-09-12,49,99,9745.62,2,4,2,At Risk
1469.0,2025-09-18,43,92,9741.38,2,3,2,At Risk
3262.0,2025-07-31,92,92,9739.91,2,3,2,At Risk
208.0,2025-08-05,87,93,9738.21,2,3,2,At Risk
4967.0,2025-09-14,47,99,9731.6,2,4,2,At Risk
3011.0,2025-09-10,51,94,9705.54,2,3,2,At Risk
4687.0,2025-08-25,67,95,9705.42,2,3,2,At Risk
1030.0,2025-08-29,63,93,9693.22,2,3,2,At Risk
1782.0,2025-08-30,62,95,9666.04,2,3,2,At Risk
1147.0,2025-09-21,40,93,9642.0,2,3,2,At Risk
1544.0,2025-09-12,49,103,9618.15,2,5,2,At Risk
2165.0,2025-09-06,55,98,9596.75,2,4,2,At Risk
2198.0,2025-09-21,40,99,9590.02,2,4,2,At Risk
2031.0,2025-09-13,48,93,9582.37,2,3,2,At Risk
4153.0,2025-09-07,54,93,9567.54,2,3,2,At Risk
1588.0,2025-08-16,76,92,9566.16,2,3,2,At Risk
1623.0,2025-09-11,50,105,9565.59,2,5,2,At Risk
2331.0,2025-08-16,76,93,9546.17,2,3,2,At Risk
4932.0,2025-08-22,70,92,9526.98,2,3,2,At Risk
2504.0,2025-08-23,69,104,9522.1,2,5,2,At Risk
3291.0,2025-09-14,47,101,9520.83,2,4,2,At Risk
2545.0,2025-09-17,44,99,9518.03,2,4,2,At Risk
1042.0,2025-08-18,74,94,9517.64,2,3,2,At Risk
4614.0,2025-09-03,58,93,9495.16,2,3,2,At Risk
4896.0,2025-09-18,43,98,9489.58,2,4,2,At Risk
2139.0,2025-08-19,73,101,9453.15,2,4,2,At Risk
2546.0,2025-09-16,45,99,9410.5,2,4,2,At Risk
4650.0,2025-09-15,46,92,9394.32,2,3,2,At Risk
2712.0,2025-08-17,75,100,9388.75,2,4,2,At Risk
2749.0,2025-09-22,39,99,9368.72,2,4,2,At Risk
1105.0,2025-09-09,52,92,9343.41,2,3,1,At Risk
575.0,2025-09-03,58,96,9326.13,2,3,1,At Risk
4656.0,2025-09-05,56,98,9316.03,2,4,1,At Risk
815.0,2025-09-15,46,98,9315.79,2,4,1,At Risk
4820.0,2025-08-19,73,93,9283.24,2,3,1,At Risk
2950.0,2025-06-08,145,95,9277.9,2,3,1,At Risk
4423.0,2025-09-02,59,103,9277.55,2,5,1,At Risk
2690.0,2025-09-10,51,103,9271.36,2,5,1,At Risk
1719.0,2025-07-19,104,93,9267.21,2,3,1,At Risk
689.0,2025-08-31,61,97,9254.35,2,4,1,At Risk
3709.0,2025-09-13,48,100,9229.98,2,4,1,At Risk
4346.0,2025-08-01,91,95,9224.75,2,3,1,At Risk
3459.0,2025-08-29,63,102,9202.75,2,5,1,At Risk
322.0,2025-08-18,74,93,9197.07,2,3,1,At Risk
2554.0,2025-09-10,51,93,9180.45,2,3,1,At Risk
2888.0,2025-09-02,59,97,9176.14,2,4,1,At Risk
254.0,2025-06-24,129,95,9127.06,2,3,1,At Risk
4585.0,2025-09-22,39,94,9099.0,2,3,1,At Risk
896.0,2025-08-30,62,92,9088.62,2,3,1,At Risk
1483.0,2025-08-30,62,98,9060.38,2,4,1,At Risk
3159.0,2025-09-19,42,95,9031.6,2,3,1,At Risk
3669.0,2025-09-20,41,104,8993.57,2,5,1,At Risk
4214.0,2025-09-19,42,93,8927.79,2,3,1,At Risk
2455.0,2025-09-17,44,95,8917.36,2,3,1,At Risk
4505.0,2025-08-30,62,93,8912.09,2,3,1,At Risk
668.0,2025-09-20,41,97,8911.4,2,4,1,At Risk
1079.0,2025-08-26,66,96,8779.44,2,3,1,At Risk
2920.0,2025-09-22,39,93,8713.23,2,3,1,At Risk
4845.0,2025-09-22,39,106,8695.22,2,5,1,At Risk
4573.0,2025-09-08,53,92,8679.1,2,3,1,At Risk
